topic_a,topic_b,n_a,n_b,U,p_uncorrected,rank_biserial_r
1,173,7203,327,1106335.5,0.06346748282228329,0.0606
1,174,7203,322,1281121.0,0.0014524153576261727,-0.1047
1,175,7203,320,1166861.5,0.7052159566451792,-0.0125
1,176,7203,319,1020901.5,0.0007465446085853763,0.1114
1,177,7203,319,1838714.5,8.05513032455703e-74,-0.6004
1,178,7203,319,1039125.5,0.003831290382511052,0.0955
1,179,7203,317,1256309.5,0.002443535647086457,-0.1004
1,180,7203,314,1059258.0,0.05711604297826761,0.0633
1,181,7203,307,1153652.5,0.19706046395764054,-0.0434
1,182,7203,307,942372.0,1.1384891244972913e-05,0.1477
1,183,7203,306,928819.0,3.0944771390785487e-06,0.1572
1,184,7203,304,574697.0,7.37821037536998e-45,0.4751
1,185,7203,302,1325653.0,1.1029829418415554e-10,-0.2188
1,186,7203,301,1088965.5,0.8938502049134158,-0.0045
1,187,7203,297,1159951.5,0.01352992014002243,-0.0844
1,188,7203,296,910982.5,2.159178762582556e-05,0.1455
1,189,7203,294,843416.0,3.176738590187936e-09,0.2035
